kst,precip_mm_100,tmp_min_100,tmp_max_100,tmp_avg_100,precip_mm_105,tmp_min_105,tmp_max_105,tmp_avg_105
7/1/1978,2.5,15.8,28,21.5,4.3,19.2,25.2,21.1
7/2/1978,1.9,20.1,26.7,22,7.8,19.5,25.1,21.2
7/3/1978,0.7,22.1,28.2,24.6,0.2,20.9,36.4,30.3
7/4/1978,,20.3,29.5,24.2,,27.3,37.1,31.2
7/5/1978,4.1,19.2,27.2,21.9,0.4,24.5,32.1,28.2
7/6/1978,11.1,21.8,25.7,23.3,0,21.7,34.2,25.9
7/7/1978,6.1,19.6,26.3,21.8,8,21.1,32.7,25.5
7/8/1978,,20.1,29.8,24.2,0,24.2,35,27.9
7/9/1978,0.7,19.2,28.4,23.1,0,24.2,33.8,28.2
7/10/1978,,17.8,24.3,21.4,,23.6,29.6,26.5
7/11/1978,14.4,17.2,22.6,19.5,16.3,21.2,28.6,24.3
7/12/1978,27,14.6,23.5,18.1,21.7,18.8,26.6,22
7/13/1978,4.1,11.6,25.2,18.8,,18.5,27.6,24.1
7/14/1978,0,19.8,27.4,22.4,,23.2,31.2,26
7/15/1978,0.9,20.8,22.8,21.8,6.7,22.9,28.5,25.5
7/16/1978,3.8,19.2,22.6,20.7,13.6,23.4,27.8,25
7/17/1978,2.8,18.3,20.2,19.3,2.9,21.9,24.2,22.8
7/18/1978,2.9,17,21.7,18.6,2.3,21.6,26.6,23
7/19/1978,11,17,22.7,18.5,6.5,21.2,26.5,23.2
7/20/1978,,17.4,25.3,20.3,,22.2,29,24.8
7/21/1978,,18.4,27.3,21.8,,22,30.3,25.7
7/22/1978,,16.2,26.6,22.5,,22,30.6,26
7/23/1978,,18.8,30.9,24.8,,23.3,32.6,27.2
7/24/1978,,20.9,30.1,24.7,,27.1,35.1,30.6
7/25/1978,,19.8,31,24.5,,27,35.9,31
7/26/1978,,17.8,28.5,23.3,,26,32.7,29.3
7/27/1978,,17.4,28.5,22.9,,24.3,33,27.8
7/28/1978,,19,28.8,23.9,,24.4,33.4,28.1
7/29/1978,,16.4,29.1,23.5,,22.8,35.5,29.1
7/30/1978,62,19.6,22.6,20.7,55.3,23.8,27.7,24.9
7/31/1978,,16.2,27.8,22.4,,22.1,32.7,27.3
8/1/1978,3.7,17.8,27.4,22.3,,22.4,30.5,26.1
8/2/1978,5.5,20.7,25.5,22.5,3.9,25,28.3,26.3
8/3/1978,15.4,18.2,24.7,21.2,6.4,22.5,28.3,25.3
8/4/1978,,17.8,27.9,21.4,,21.7,32.1,26.8
8/5/1978,,18,30.1,22.3,,23,33.2,27.8
8/6/1978,,18.7,27.8,22.7,,25.7,35.3,29.5
8/7/1978,,18.3,27,21.1,0.7,24.7,30.1,27.2
8/8/1978,4.2,18.6,23.1,20.9,1.3,22.9,27.9,25.3
8/9/1978,0.6,20.2,26.6,22.7,0.2,23,34.6,28.3
8/10/1978,,20.8,26.3,22.6,,25.7,34.9,30.2
8/11/1978,,20.2,27.7,22.8,0,22.8,35.2,28.3
8/12/1978,4.9,19.8,26.4,22.4,,25,34.2,28.5
8/13/1978,7.6,19.7,24.2,21.2,4.5,23.2,31.2,26.2
8/14/1978,3.8,19.9,22.6,20.9,2.2,24.7,31.1,27.4
8/15/1978,2.6,19.3,24.8,21.1,23,22.9,31.5,26.2
8/16/1978,44.6,19.5,23.1,20.7,21.1,23.2,26.2,24.2
8/17/1978,13.9,17.5,20.3,18.4,13.2,21.9,26.1,23
8/18/1978,73.7,17,19.7,17.8,69.3,20.8,23.4,21.3
8/19/1978,76.7,17,23.7,19.2,43.8,20.4,25.2,22.4
8/20/1978,55.2,15.3,17.9,15.9,35.4,19.5,22.2,20.1
8/21/1978,,15.7,25.3,19.8,,20.3,33,26.8
8/22/1978,,17.9,28,21.7,,24.6,33.9,27.6
8/23/1978,,18.1,26.7,21.9,,24.1,34.5,28.9
8/24/1978,,16,25.4,20.8,,23.5,31.1,27
8/25/1978,1.3,17.8,26.7,20.6,0.8,21.5,28.1,24.4
8/26/1978,,19.6,27.6,22.3,12,22.4,29.5,25.4
8/27/1978,0.3,18.9,28.4,22.7,0,23.1,30.7,26.8
8/28/1978,,18.7,28.7,23.1,,24.2,33.9,28.6
8/29/1978,27,15.5,26.1,18.3,40.5,19.2,28.7,23.1
8/30/1978,2,13.7,16.6,14.5,0.5,18.4,22.8,19.9
8/31/1978,4.5,13.2,15.5,14.7,0.2,17.9,21.3,19.2
9/1/1978,4,13,15.9,14.3,0.6,17.6,24.1,19.9
9/2/1978,0,12.8,18.3,15.2,0,16,24.4,20.2
9/3/1978,25.5,15.9,17.9,17,19.9,19.7,24.3,20.8
9/4/1978,6.3,13.4,18.2,15.3,3.5,18.2,23.7,20.4
9/5/1978,1.2,14,21.8,15.8,1.8,17.7,24.7,20.3
9/6/1978,1.1,12,21.7,17.2,1.2,18.7,25.7,22.3
9/7/1978,16.4,14.7,16.9,15.3,2,18.8,21.2,19.9
9/8/1978,1,14.6,19.1,16.9,1,18.6,25.6,21.3
9/9/1978,17,14.1,22.3,17,22.1,18,28.2,21.4
9/10/1978,5.4,7.1,14.7,12.5,31.5,14.1,18.7,16.9
9/11/1978,,3.7,16,11.2,,13,23.2,17.7
9/12/1978,,5.5,16.5,12.1,,13.8,24,18.2
9/13/1978,,11.7,15.4,13.5,0,15.3,23.6,19
9/14/1978,0.2,12.1,14.5,13,0,17.3,20,18.4
9/15/1978,9.1,11.9,16.4,15.1,4.2,16.9,20.6,18.7
9/16/1978,0.2,14.4,22.8,17.5,0,18.3,24.5,21
9/17/1978,,8.7,21.1,14.2,,17.3,26,21.4
9/18/1978,1,11.7,20.9,14.9,0,17.9,25.7,21.2
9/19/1978,,8.2,15.4,11.4,,15.5,21.7,18.3
9/20/1978,,8.1,19.1,14,,13.7,26.5,19.9
9/21/1978,,4.4,18.5,12.6,,14.8,24.7,19.4
9/22/1978,,3.4,18,10.8,,15.3,24.4,19.4
9/23/1978,,5.3,21.3,13.4,,16.1,27.7,21.9
9/24/1978,,10.6,23.5,16.4,,20.1,29.8,22.4
9/25/1978,,11.2,21.6,16,,19.7,29.3,23.9
9/26/1978,,10.3,20,15.6,,15.7,23.3,19.8
9/27/1978,,8.5,21,14.5,,14.9,22.9,18.7
9/28/1978,,8.9,19,13.4,,15.5,24.2,19.7
9/29/1978,,9.7,21.7,14,,16.9,27.6,20.7
9/30/1978,,7.3,22.7,15,,18.5,28.5,22.3
10/1/1978,,4.1,24,13.3,,17.3,29.6,22.3
10/2/1978,,4.5,23.9,13.6,,18.5,30.5,22.8
10/3/1978,,5.6,23.1,13.1,,18.4,29,21.7
10/4/1978,1.3,5.9,17.1,11.3,21.5,14.2,21.4,17.6
10/5/1978,95.6,3.9,14.6,9,60.4,13,19.4,15.9
10/6/1978,13.9,3.1,12.1,7.9,35.3,12,17.2,13.9
10/7/1978,,1.4,13,8,,10.9,20.6,14.4
10/8/1978,,-0.3,13.8,7.8,,10,21.1,15
10/9/1978,0,1.5,17.7,9.4,,11.8,24.8,17.8
10/10/1978,,0.4,13.2,6.5,,8.9,18.3,12.8
10/11/1978,,3,14.6,9.4,,7.5,22.3,15.7
10/12/1978,,-2.8,11.4,5.7,,5.4,19.5,13.3
10/13/1978,1.8,-2.7,8.8,4.7,1.3,7.5,13.3,10.5
10/14/1978,,-1.2,13.7,5.5,,7.4,20.3,13.8
10/15/1978,,4.1,16.1,10.6,,9.3,22.8,14.4
10/16/1978,5.4,1.5,10,6,4.3,9.4,15.6,12.5
10/17/1978,,1.1,15.6,7.7,,8.5,23,14.5
10/18/1978,,3.1,18.2,10,,11.8,22.5,16.8
10/19/1978,,1,18.8,7.9,,12.4,24.1,16.4
10/20/1978,,2.9,14.3,8.5,1.3,9.2,18.6,14.5
10/21/1978,,-1.6,10.1,5.2,2.3,7.3,16.3,11.2
10/22/1978,,-4.2,14,5.7,,5.9,19.9,13.6
10/23/1978,,2.4,17,10,,11.8,22.9,16.3
10/24/1978,,7.9,14.3,11.1,,11.5,21.8,17.6
10/25/1978,,4.3,16.9,10.9,,12.3,24.2,17.3
10/26/1978,14,2.6,16.3,8,23.6,11.4,21,15.4
10/27/1978,103.9,2.9,8.5,5.2,107.6,8.8,12.9,10.7
10/28/1978,58.2,-0.3,3.8,2.3,62.4,6.4,9.5,8.4
10/29/1978,13.4,-0.1,4.1,1.5,28.1,3.5,12.6,7.7
10/30/1978,,-0.7,8.8,4.4,,4.8,17.4,11.3
10/31/1978,,0.6,11.1,7,,7.8,18.5,12.9
11/1/1978,4.4,-3.6,11.1,3.7,22,7.3,16.7,11.1
11/2/1978,6.6,-0.8,6,2.9,8.8,6,10.5,8.5
11/3/1978,,-3.5,9.8,1.5,,4.7,15.1,9.4
11/4/1978,,-4.7,14.1,3,,6.7,18.7,11.6
11/5/1978,,-0.2,13.6,7.1,,9.6,20.4,14.3
11/6/1978,,-2.2,12.2,5.6,,9.2,17.9,12.8
11/7/1978,0,0.2,11.6,5.2,0,9.2,15.6,11.8
11/8/1978,,-0.6,12,6.6,,8.5,19.1,14.5
11/9/1978,0,0.6,7.2,4,12.4,9,13.2,10.2
11/10/1978,,2.1,11.2,6.7,,7.4,18.2,13.3
11/11/1978,12.4,3.2,9.1,5.8,14.6,11,15.4,12.7
11/12/1978,18.5,4.3,6.9,5.3,7.8,10.3,13.4,11.9
11/13/1978,7.9,5.1,8,6.6,4,9.7,13.5,11.6
11/14/1978,0.5,4.8,10.6,6.9,0.7,9.1,17.4,12.3
11/15/1978,,-3.5,9.7,4.4,,5.9,15.4,11
11/16/1978,,-5.9,10.3,1.9,,4.7,14.8,9.6
11/17/1978,0.3,-0.6,10.3,4.5,,8,15.9,11.3
11/18/1978,0.1,-3.5,9.2,2.4,,7.2,16.6,11.2
11/19/1978,,-3.3,4,0.6,,4.7,12.6,8.4
11/20/1978,,-6.4,3.5,-2.5,,1.5,11.6,5.5
11/21/1978,,-6.2,5.2,-1.1,,-0.2,10.9,5.3
11/22/1978,,-5.3,8.5,0.8,,2.8,15.9,8.7
11/23/1978,,-8.3,9,-0.9,,3.6,13.7,7.4
11/24/1978,,-8.5,10.3,-0.3,,3.2,14.6,8.3
11/25/1978,,-1.8,9.3,3.2,,7.8,17.2,11.5
11/26/1978,,-2.4,12.1,3.3,,7.4,17.4,11.5
11/27/1978,0,-7.4,3.2,-1,,-0.3,11.1,6.9
11/28/1978,0,-10.9,-7.4,-8.9,,-2.6,0.7,-0.9
11/29/1978,,-11.2,0,-6.6,,-2,9.7,2.6
11/30/1978,,-10.4,4.4,-1.8,,0.7,12.8,6
12/1/1978,11.2,-9.1,5.9,-1,2.4,2.7,14.1,7.4
12/2/1978,9.2,-4.9,-2.5,-3.8,0,1.3,7.2,4
12/3/1978,,-6,1,-3,,2.4,10.1,4.8
12/4/1978,0.8,-4.4,2,-0.2,,3.3,11.1,8.3
12/5/1978,,-11.7,-1,-4.8,,-1.3,7.7,3.4
12/6/1978,0.3,-4.9,3.5,-1.1,,1.9,12.6,6.4
12/7/1978,0,0.1,5.5,2.8,,7.2,14,10.9
12/8/1978,,3.2,8.9,5.5,,10.1,16.7,13.1
12/9/1978,,2.1,11.3,6.2,,9,16.5,13
12/10/1978,33,-2.5,6.3,1.5,65.9,0.5,13.1,6
12/11/1978,0.2,-6.5,0.3,-2.7,0.1,0.7,8,4.2
12/12/1978,,-4.9,2.4,-1.7,,4,10.3,7
12/13/1978,,-3.4,6.9,2.3,,6,13.4,9
12/14/1978,0.9,-0.3,4,1.7,14.2,5.7,10,8.2
12/15/1978,0.2,-1.3,3.5,1,0.5,4.7,11.6,6.6
12/16/1978,,-1.7,2.3,0.2,,5.1,11.7,8.6
12/17/1978,,-5,5.9,-0.3,,1.8,12.3,6.6
12/18/1978,,-9.9,0.7,-6.3,0.6,0.3,6.6,2.7
12/19/1978,7.8,-8.3,-1.1,-6,57.2,-1.8,3,-0.2
12/20/1978,13.3,-17.5,-4.2,-8.6,46.3,-4.9,2.5,-2.1
12/21/1978,,-19.3,-1.6,-11.3,,-5,5.8,-1.1
12/22/1978,,-11.1,-0.3,-6.8,,-2.4,7.3,0.6
12/23/1978,,-18.6,0.6,-9.7,,-3,8.4,1.5
12/24/1978,,-12.4,2.5,-5.3,,-2.6,7.9,1.7
12/25/1978,,-7.7,0.7,-3.6,,-0.2,8.2,3.6
12/26/1978,,-11.1,7.5,-2.8,,1.9,11.3,5.7
12/27/1978,0.5,-3.4,3.4,0.5,0,1.6,10.2,6.8
12/28/1978,,-8.3,2.7,-4.4,,-0.2,8.5,3.8
12/29/1978,,-14,-4.6,-8.5,,-5.2,2.2,-0.8
12/30/1978,,-16.9,-5.3,-11.9,,-6.8,3.8,-3.3
12/31/1978,,-14.3,-4.3,-10.6,,-5.5,5.4,-1.4
1/1/1979,,-12.3,-2.6,-8.7,,-3.8,6.1,-0.2
1/2/1979,,-11,-1,-7.3,,-1.8,7.2,1.7
1/3/1979,,-7.1,-0.1,-3.4,,0.8,8.2,4.4
1/4/1979,,-2.4,2,-0.7,,2.3,10.6,6.4
1/5/1979,,,2.7,-1.4,,3.3,12,6.2
1/6/1979,,-12.3,2.7,-4.7,,0.5,12.9,6.1
1/7/1979,0.2,-2.3,3.7,0.7,0,6.2,12.3,8.9
1/8/1979,,-2.2,6.5,2,,6,15,10.4
1/9/1979,,-2.9,7.2,1.2,0,4.7,13.1,8
1/10/1979,2.8,-1.8,5,2.7,11,2.2,14.5,8.8
1/11/1979,5.1,-4.9,-0.3,-2.8,29.3,0.3,3.9,2.2
1/12/1979,7.1,-6.4,-1.7,-3.9,15.4,-0.2,3.1,1.4
1/13/1979,,-13.1,-3.8,,,-4.7,2.8,-0.8
1/14/1979,,-16.1,-9.7,-13.4,,-7.4,-1,-4.7
1/15/1979,,-14.2,-8,-11.8,,-6.2,0.9,-3.3
1/16/1979,,-13.3,-3,-8.1,,-4.3,5.7,0.2
1/17/1979,1.2,-6,0.4,-3.2,,0.6,7.4,4.6
1/18/1979,0.5,-14.5,-2.8,,,-6,5.5,-0.1
1/19/1979,,-17.3,-6.2,-12.8,,-7.8,3,-3.2
1/20/1979,2.3,-11.7,-3.9,-6.4,0.2,-4.3,5.5,0.6
1/21/1979,0.8,-12.9,-4.8,-8.8,0.3,-4.3,2.6,-0.8
1/22/1979,0.2,-15,-3.2,-8.3,,-5.4,3.7,-0.4
1/23/1979,0.1,-4,1.1,-2,,2.5,9.5,5.4
1/24/1979,,-7.9,4.1,-1.8,,1.7,13.6,6.8
1/25/1979,,-3.6,3.5,0,,5.2,12,8.4
1/26/1979,,-0.6,5.2,1.8,,5.8,13.6,9.5
1/27/1979,1,,3.5,-2.9,8.9,1.7,8.6,4.7
1/28/1979,10.7,-3.6,-1.5,-2.7,38.2,0.7,2.4,1.5
1/29/1979,22.3,-3.9,-2,-2.9,31.5,0.9,4.2,2.9
1/30/1979,24.7,-2.9,-1.2,-2,14.6,1.2,4.4,2.6
1/31/1979,6,-8.4,-1.7,-4,0.4,0.3,6.1,2.8
2/1/1979,0,-18.3,-8.4,-14.2,,-8.7,0.3,-5.4
2/2/1979,,-20.4,,-15.2,,-10,-0.3,-5.3
2/3/1979,0.9,-14.5,-3.7,-7.9,0,-4.3,6,0.7
2/4/1979,,-18.7,-3.5,-11,,-4.9,2.8,-2
2/5/1979,,-21.3,-1.7,-11.2,,-5.1,7.7,0.5
2/6/1979,0.5,-10.1,-1.2,-5.9,,-0.8,8.1,2.7
2/7/1979,0.6,-10,-1.6,-5.3,,-0.1,7.3,3.4
2/8/1979,0,-9.3,2.2,-3.2,,-0.2,7.6,3.4
2/9/1979,,-10.3,3,-2.8,,-0.1,11.2,6.4
2/10/1979,,-2.6,2.9,0.5,,5.9,12,9.2
2/11/1979,,-6.3,1.5,-2.9,,1.3,12.7,6.1
2/12/1979,,-5.3,3.9,-1.6,,4.2,11.9,7.3
2/13/1979,,-10.6,7.4,-0.6,,3.2,18.1,9.6
2/14/1979,,-10,3.2,-3.9,,-0.6,11.3,4.1
2/15/1979,,-12.5,-4.2,-8.7,,-3.6,5.1,0.8
2/16/1979,0,-9.1,0.8,-4.4,,-1.1,9.6,4.1
2/17/1979,24,-4.8,-0.8,-3.1,39.2,-1,4.4,1.6
2/18/1979,,-8.1,-2,-5.1,,0.7,5.3,3.4
2/19/1979,,-5.2,6.4,-0.5,,1.8,11.6,5.6
2/20/1979,,-0.4,6.5,2.9,,2.5,17.1,11
2/21/1979,5.2,0.6,13.2,4.8,3.6,6.2,20.3,11.2
2/22/1979,10.4,-2.5,0.6,-1.4,12.6,3.3,6.2,4.5
2/23/1979,36.7,-2.5,-1.4,-2.1,30.4,1.7,4.8,4
2/24/1979,18.8,-2.6,0.6,-1.5,26.1,1,5.4,3.3
2/25/1979,,-2.1,2.4,-0.5,,2.8,8.9,5.3
2/26/1979,0.4,-4.9,0.6,-2,0,1.6,8.8,5.9
2/27/1979,0.5,-9.6,-2,-6.1,,-1.8,6.1,1.7
2/28/1979,,-10.6,-1.6,-8.1,,-2.6,5.4,0.7
3/1/1979,,-16.1,-1.2,-7.7,,-2.2,7.7,0.9
3/2/1979,,-17.9,0.3,-8.9,,-2.6,6.4,1.4
3/3/1979,0,-17.1,1.6,-8.2,2.3,-1.4,9.1,2.1
3/4/1979,,-15,3,-5.8,,-1,9.6,3.3
3/5/1979,,-4.6,2.7,-1.4,,2.8,11.9,6.8
3/6/1979,,-5.5,3,-0.9,0,2.8,11.7,6.2
3/7/1979,,-9.1,5.6,-2.1,,2,12.7,7.4
3/8/1979,,-5.1,8,1.1,,5.8,16.6,10
3/9/1979,,-2.9,7.2,1.7,,6.1,13,8.8
3/10/1979,1.2,-0.4,6.5,1.8,0,5.4,14,8.2
3/11/1979,6.1,-5.8,0.4,-3.1,0,0.3,7.4,4.4
3/12/1979,0,-6.1,-0.5,-3.2,,-0.2,6.9,3.2
3/13/1979,0.2,-3.5,2.5,-0.7,0.1,2.4,10,5.7
3/14/1979,,-3.7,4.5,0.7,,1.8,11.3,7.1
3/15/1979,,-4,6,0.6,,3.8,12.8,7.7
3/16/1979,,-3.6,7.6,2,,6.3,17.2,11.5
3/17/1979,,-5.7,1,-1.7,,0,10.2,6.9
3/18/1979,,-8.3,3.2,-2.2,,-2.2,12.5,5.8
3/19/1979,,-3.9,6.5,1,,4.4,15.6,10
3/20/1979,,-2.5,4.6,1.2,,4.4,12.2,8.6
3/21/1979,,-1.9,9.3,3.3,,2.9,16.2,10.6
3/22/1979,1.7,-3.1,3.2,-0.9,7.6,1.7,11.5,4.7
3/23/1979,,-2.3,4,0.6,,2.8,10.2,6.5
3/24/1979,2.2,-3.1,2.1,-1.3,0.3,4.8,8.9,6.6
3/25/1979,,-3.1,4.6,0.5,,3.8,12.6,8.3
3/26/1979,0.5,-0.6,6.7,1.9,,6.4,15.7,10.2
3/27/1979,,-2.6,10.9,4.5,,6.6,19.6,13.3
3/28/1979,,2.5,14.3,7.2,,9.8,21.7,15.1
3/29/1979,22.8,4.6,9,6.5,41.3,9.5,15.8,12.8
3/30/1979,42.9,-0.8,5.3,2.3,45,3.6,9.9,7.6
3/31/1979,,-2.4,10.2,3.4,,3.3,14,9.1
4/1/1979,0,0.5,2.7,1.8,,5.4,9.4,8.3
4/2/1979,13.7,-0.7,2,0.4,6.6,3.8,7.6,6.3
4/3/1979,0.7,-2.6,1.1,-0.9,0,1.8,10.1,6
4/4/1979,,-6.3,5.8,1.2,,2.2,11,7.2
4/5/1979,,-6.4,8.4,1.2,,3.8,15.4,9.1
4/6/1979,,-4.9,10.7,3.5,,2.8,16.2,9.4
4/7/1979,15.4,1.8,12.8,5.4,11.7,7.2,15.4,10.6
4/8/1979,11.7,4.2,12.3,7,6.2,9.5,15.5,13
4/9/1979,0,0.2,7.5,3.5,,8.6,15.4,11.3
4/10/1979,,-1.3,11.1,5.5,,8,19.9,13.9
4/11/1979,,3.5,16.6,9.5,,11.2,20.8,15.7
4/12/1979,,2.7,7.9,5.4,,8.6,14.7,11.4
4/13/1979,9.4,-1.9,7.6,3.1,4.7,6.2,14,9.5
4/14/1979,0,-2.9,5.7,1.1,,5,13.4,9
4/15/1979,,-2.7,11.4,4.7,,5.5,19,12.3
4/16/1979,2.7,-0.8,7,3.1,,7.7,12.8,10.5
4/17/1979,,-4.7,7.2,1,,4.1,11.9,8.1
4/18/1979,,-7.1,10.9,3,,2.8,16.3,10.4
4/19/1979,,0.9,13.6,7.6,,6.8,19,13.1
4/20/1979,,-1.4,12.3,5.3,,7,16.5,12.3
4/21/1979,,-2.1,11.9,6,,8,16.9,12.2
4/22/1979,,2.5,17.4,10.9,,11.1,23.2,17.7
4/23/1979,0.1,10.2,21.7,14.8,,14.6,25.5,20.4
4/24/1979,21.2,4.3,13.3,9,18.6,9,19.6,13.7
4/25/1979,,3,15.7,8.4,,6.5,19.8,12.7
4/26/1979,3.4,3,7.3,5.5,0.3,10.3,16.9,12.9
4/27/1979,15.2,-0.1,5.1,2.3,28.6,5.6,10.7,8.8
4/28/1979,,0.9,11.1,5.5,,6.7,17,12
4/29/1979,3.2,4.5,13.9,8.5,1.4,10,19.4,14.8
4/30/1979,0.4,4.7,12.4,7.6,0.8,8.1,20,14.4
5/1/1979,0.3,3.9,12.7,7.6,,11.3,19.9,14.5
5/2/1979,,2.4,13.8,8.5,,9.5,20.4,15.1
5/3/1979,,0.5,19.5,10.8,,9.5,24.2,17.7
5/4/1979,,-0.5,18.7,10.8,,11.4,25.1,17.8
5/5/1979,,0.6,21.3,12,,8.4,22.1,15.3
5/6/1979,13.4,7.9,17.4,13.4,10.7,12.1,23.4,17.5
5/7/1979,50.1,6.9,8.9,8,46.3,11.9,13,12.6
5/8/1979,1.4,5,15,10,3.9,10.3,16.5,13.1
5/9/1979,,7.8,18,13.2,,12.5,22.2,18.2
5/10/1979,,6.9,19.5,12.1,,15.2,26.1,19.5
5/11/1979,,-0.1,14.7,7.3,0.1,9.9,21.8,14.9
5/12/1979,,-2.1,20.1,9.5,,7.7,21.6,14.9
5/13/1979,,1.3,17,10.4,0,10.8,19.3,17.2
5/14/1979,4.2,4.8,10.6,7.3,0.2,11,16,14
5/15/1979,1.2,4.1,6.2,5.1,2.6,9,11.6,10.4
5/16/1979,7.3,2.7,11,6,8.4,8.1,14.2,10.7
5/17/1979,0.2,-0.5,12.3,6.8,,6.2,17.2,12.5
5/18/1979,0,4.7,13.7,8.2,0,12.1,20.2,15.7
5/19/1979,0.7,3.2,16.9,10.6,,12.7,24.1,19
5/20/1979,,3.5,22.7,14,,12.9,28.2,22.1
5/21/1979,,10.3,23,17.1,,20.9,30.7,25.3
5/22/1979,,10.4,23.4,16.5,,17.9,28.9,22.9
5/23/1979,,4.9,25.2,15.4,,17.4,25.8,21.4
5/24/1979,3.4,5.7,15.4,10.5,5.5,10.9,23.2,16.9
5/25/1979,18,5.3,12.1,8.7,11.9,10.8,18.9,13.7
5/26/1979,8.6,5.5,11.5,9.3,0.6,10.2,17,13.9
5/27/1979,,2.5,25,15,,10.9,30.2,20.9
5/28/1979,,12.4,23.6,17.7,,17.2,27.1,23.7
5/29/1979,,9,29.2,17,,14.4,34.9,23.4
5/30/1979,,6.9,17.9,12,,12.2,21.6,17
5/31/1979,,8.6,24,16.4,,14.3,21.4,18
6/1/1979,,12.9,25,18.6,,14.9,27.9,18.8
6/2/1979,,11.5,24.5,17.1,,14.8,21.6,18.3
6/3/1979,,11.4,20.3,15.1,0,15.5,20.4,17.6
6/4/1979,,9.6,23.5,16.8,,15.2,22.7,19.2
6/5/1979,,14.3,21.7,16.6,,17.4,28.1,22.4
6/6/1979,13.9,13.8,19.1,15.7,11.9,17.3,26.1,20.8
6/7/1979,24.2,13.3,19.2,14.5,16.5,17,19.9,18.2
6/8/1979,0.5,12.7,21,15.9,2.5,16.1,19.4,17.9
6/9/1979,1.1,11.2,21.1,16,1.1,14.2,27.6,20.1
6/10/1979,20.8,8.8,13.2,11.8,13.5,15.3,19.7,16.9
6/11/1979,,8.3,19.6,14.2,,16.4,26.7,21.2
6/12/1979,,8.5,19.4,13.4,,16.7,24.3,20.8
6/13/1979,,6.3,19.5,13.7,,15,22.3,18.5
6/14/1979,,5.5,22.6,14.7,,14.2,26.3,19.2
6/15/1979,,11.5,24.4,17.8,,18.9,29.8,23.5
6/16/1979,,13.9,26.2,19.8,,19.8,31.3,25.5
6/17/1979,,14.7,26.2,20.5,,20.6,33,28
6/18/1979,,17.1,23,19.4,,24.2,31,27
6/19/1979,3.3,14.7,25.1,19.3,6.2,21,29.5,24.8
6/20/1979,72.7,13.5,17.5,15.3,85.9,17.9,21.1,18.9
6/21/1979,2.4,13.8,19.5,16.7,3,17.2,22.5,20
6/22/1979,2.7,15.1,22,17.8,2,19.4,29.6,23.5
6/23/1979,,15.9,26.9,20.6,,22.9,34,27.7
6/24/1979,8.3,16.8,26,19.7,10.2,21.1,33.1,25.7
6/25/1979,15.1,15.8,24.1,19.8,6.6,20.5,27.3,23.3
6/26/1979,60.9,15.7,23,19,49.4,19.5,22,20.3
6/27/1979,16.2,17.4,23.9,20.4,9.2,18.8,30.6,24.6
6/28/1979,,15.3,22,17.6,0,20.6,25.1,22.2
6/29/1979,2.2,15.1,19.3,16,1,19.5,21.9,20.5
6/30/1979,,14.4,22.6,18,0,19.4,24.8,21.4
7/1/1979,29,17.1,24.4,19.9,10.8,19.4,23.8,20.7
7/2/1979,2.3,12.7,23.4,17.7,1,18.7,26.7,22.3
7/3/1979,3.2,11.2,20.1,15.7,3,16.5,23.7,20.2
7/4/1979,6.5,12.9,22.2,16.9,0.3,18,25.6,21
7/5/1979,,11.2,25.7,19.4,,18.2,31.9,25.6
7/6/1979,,14.9,26.4,20.1,,22.4,32.9,27.6
7/7/1979,,16.1,26,20.6,,24.2,33.6,28.4
7/8/1979,,14.3,24.1,18.8,,22.5,29.9,25.5
7/9/1979,,11,24.3,17.8,,19.6,27.2,23.6
7/10/1979,35.9,15.8,19.9,18,28.4,20.4,22.8,21.6
7/11/1979,1,17,20.2,18.3,0.1,20.6,28.3,23.8
7/12/1979,0,15.8,22.1,18.4,0.3,20.2,27.2,22.8
7/13/1979,32.5,16.3,18.9,17.4,25.5,19,22.4,21
7/14/1979,0.2,16.3,23.8,18.3,0,18.6,22.9,20.3
7/15/1979,1.6,15.1,20.4,16.9,0.7,19.7,24.2,21
7/16/1979,10.3,14.9,17.1,16.2,0,19.4,24.3,21.3
7/17/1979,2.8,12.8,15.5,14,0.2,17.7,24,21
7/18/1979,,11.6,17.7,14.3,,16,23.4,20.1
7/19/1979,,10.2,19.9,15,,16.4,24.4,20.7
7/20/1979,,12.2,21.1,16.1,0,18.4,25.1,21.1
7/21/1979,0.1,14.8,25.2,19.3,,18.4,27.1,22.5
7/22/1979,49,16.9,21.5,18.8,43,20.6,23.4,21.9
7/23/1979,0,17.8,23.2,20.9,,20.5,29,23.6
7/24/1979,,16.7,25.8,20.5,,20,31,25.5
7/25/1979,1.3,13.9,22.7,18,0.1,21.1,24.9,22.6
7/26/1979,0,16.8,28,21.4,0,21.9,26.2,23.6
7/27/1979,3.6,19.6,28.6,23.3,1.8,22.5,27.3,24.1
7/28/1979,1,19.9,23.2,20.9,,24.2,32.2,27.8
7/29/1979,,19.4,26.6,22.4,,27,34,30.4
7/30/1979,,17.1,27.2,22.6,,25.2,35,30.4
7/31/1979,2.5,20.6,27.6,23.2,0.2,27.3,34,29.6
8/1/1979,0,20.8,24.2,22.7,4,26,33,30.2
8/2/1979,3.5,18.8,22.1,20.5,3.2,23.6,29.2,27.1
8/3/1979,11.3,18.8,23.8,21,8,23.1,27.8,25.5
8/4/1979,24.1,19.8,22.7,21.4,10.5,22.8,28.5,26.1
