kst,precip_mm_100,tmp_min_100,tmp_max_100,tmp_avg_100,precip_mm_105,tmp_min_105,tmp_max_105,tmp_avg_105
2/11/1997,0.4,-12.2,-4.7,,,-3.8,3.6,-0.6
2/12/1997,,-14,-1.8,-8.5,,-4.3,2.9,-1.1
2/13/1997,,-13.4,-1,-7.2,,-3.5,4.4,0.8
2/14/1997,,-11.1,2.1,-4,,-1.8,8.4,3.6
2/15/1997,,-5.3,2.2,-2,,2.8,10.7,6.1
2/16/1997,0.6,-11.7,-2.4,-8,0,-2.6,5.7,0.7
2/17/1997,,-17.6,-2.2,-9.2,,-4.6,4.5,-0.1
2/18/1997,0,-12.3,-3.9,-8.5,,-3.2,3.8,0
2/19/1997,,-12.7,-0.5,-6,,-3.2,8.4,2.9
2/20/1997,0.3,-5.7,2.7,-1.6,0.6,3.2,11.1,6.8
2/21/1997,,-13,-1.6,-7.1,,-2.9,5.8,0.9
2/22/1997,,-16.6,-1.4,-7,,-5.9,4.3,-0.4
2/23/1997,,-5.3,5.2,-0.2,,-3.6,15,7.5
2/24/1997,,-3.7,9.5,2.8,,6.3,17.7,11.6
2/25/1997,17.2,-0.1,3.2,1.1,11.7,4.3,12.3,7.2
2/26/1997,0.7,-1.8,1.2,-0.8,6.6,2.4,5.7,3.8
2/27/1997,,-4.1,10,1.6,,0,13.3,6.2
2/28/1997,14.1,0,5.9,2.9,4.4,3.4,14.8,10
3/1/1997,,-4.7,3.7,-0.8,,1.5,9.4,5.3
3/2/1997,,-7.2,0.3,-3.7,,0,8.6,4
3/3/1997,,-9.8,0.5,-4.2,,-1.7,9.1,3.8
3/4/1997,,-5.2,2.7,-0.4,,3.2,11.7,7.8
3/5/1997,,-0.7,12.2,3.9,,7.5,20.3,12.8
3/6/1997,6.6,1.3,7.2,3.2,1.2,8.5,14,10.7
3/7/1997,0,-0.2,7.4,3.2,,6.1,16.1,10.6
3/8/1997,,-2.2,7.5,2.6,,4.8,16.3,10.3
3/9/1997,,-2.8,5.4,1.1,,3.1,10.2,6.7
3/10/1997,0,-2.5,6.5,2.8,0,0.8,12.2,6.1
3/11/1997,,-2.8,4.3,0.5,,2.5,10.7,6.5
3/12/1997,,-3.6,5.5,0.8,,0.7,11.5,6.1
3/13/1997,,-2.9,16.5,6.7,,2.7,19.5,10.4
3/14/1997,28.3,-3.9,7.5,-1,21.2,0.7,9.3,4.4
3/15/1997,24.8,-4.7,-2.9,-3.5,5.5,1.4,4.7,3.3
3/16/1997,13.3,-5.7,-3.5,-4.6,5.9,0.1,4.7,2.6
3/17/1997,,-7.1,0.3,-3.9,,-1.2,7.1,2.6
3/18/1997,,-7.5,7.8,1,,-1,14,7.6
3/19/1997,0.4,-4.1,2.2,-1,0,1.9,8.4,6
3/20/1997,,-7.5,6.9,0.4,,0.6,13,6.7
3/21/1997,,-2.8,8.2,3.1,,3.6,16.8,11
3/22/1997,,-3.6,2.5,-0.8,2.5,2.6,9.4,6.1
3/23/1997,20.3,-13.1,-0.4,-5.5,9.3,-2.4,5.3,1.1
3/24/1997,,-14,5.5,-2.4,,-2,14.6,6.8
3/25/1997,,-2.1,10.7,4,,7.8,20.1,13.4
3/26/1997,,-1.2,3.6,1.5,,4.2,12.9,8.6
3/27/1997,,-3.9,12.3,4.5,,1.5,17.4,10.9
3/28/1997,,2.1,12.7,7.2,,12.6,21.5,16.5
3/29/1997,0,0.1,13.3,5.6,,9.4,22.1,14.7
3/30/1997,,-7.1,2.9,-2.9,,1.2,11.4,5.7
3/31/1997,,-8.1,6.8,-0.5,,0.4,14.2,7.8
4/1/1997,0.5,-2.4,11.7,5.1,0,7.2,16.1,11.5
4/2/1997,29.9,2.5,5.6,3.2,25.6,7.4,11.9,8.4
4/3/1997,16.5,0.6,2.7,1.7,8.7,6.4,8.7,7.2
4/4/1997,0,0.4,3,2.1,0,6.3,9.5,7.9
4/5/1997,3.9,2.6,4.5,3.5,3.9,7.7,9,8.2
4/6/1997,13.7,2.6,4.1,3.3,9.4,7.6,10.2,8.6
4/7/1997,,1.2,12.4,7.1,,5.5,18.2,12.5
4/8/1997,,4.6,12.6,8,,12.9,21.6,16.8
4/9/1997,,0.5,9.7,4.8,,8.7,18.1,13.2
4/10/1997,,-1.2,11.4,5,,8.1,19.9,13.8
4/11/1997,,0.1,11.2,5,,8,14,11.1
4/12/1997,,0.7,13.8,7.7,,11.1,22.5,16.8
4/13/1997,,2.9,16.2,10.1,,13.2,24.8,19.2
4/14/1997,,2.6,13.5,6.2,,8.2,18.3,10.4
4/15/1997,,0.8,6.7,3.4,,6.9,14.9,10.4
4/16/1997,0,-2.5,13.2,5.2,,5.2,18,11.8
4/17/1997,4.4,1.2,8.8,4.6,0.3,7.6,15.4,10.8
4/18/1997,,-1.9,12.6,6.2,,5.1,19,12.3
4/19/1997,,-0.9,14,7,,9.4,20.8,14.9
4/20/1997,,0.3,17.7,9.9,,12.1,22.8,16.7
4/21/1997,,3.2,14.2,9,,9.7,19.2,15.1
4/22/1997,,-0.6,5.4,3.4,,7.5,13.8,10.6
4/23/1997,,-0.7,8.9,4.4,,7.3,15.6,11.1
4/24/1997,0,-2.7,12.4,5.4,,7.5,18.3,13.7
4/25/1997,,1.2,14.9,8.3,,11.6,20.3,16.1
4/26/1997,,2.5,18.1,11,,12.5,26.5,19.9
4/27/1997,,8.3,19.3,12.9,,15.4,27.3,21.3
4/28/1997,,7.1,17.4,12.5,,16.1,26.4,21.4
4/29/1997,11.8,9.6,15.7,12.2,1.7,17.4,22.4,20.2
4/30/1997,,6.3,12.3,8.9,,9.7,18.5,15
5/1/1997,,5.7,18.5,12.3,,10.1,28.3,21.3
5/2/1997,,8.5,18.4,13.8,,16.8,23.7,20
5/3/1997,,12.1,19.8,15.3,,14,22.4,18.3
5/4/1997,6.2,8.7,18.2,12.9,2.9,16.8,25,20.7
5/5/1997,,3.7,23.8,15.2,,11.4,25.1,19.6
5/6/1997,9.9,14.9,20,17.2,15.5,16.6,26.9,22.5
5/7/1997,65.5,5.4,16.2,8.3,44,10.7,17.3,13.4
5/8/1997,46.7,0.4,5.5,3.5,35.6,7.2,10.8,9.3
5/9/1997,,-1.7,16.1,8.9,,6.9,24.6,17.5
5/10/1997,,7.9,18.5,12.5,,17.8,26.9,21.5
5/11/1997,,7.5,17.7,12.2,,12.6,24.1,18.3
5/12/1997,12.4,6.6,12,9.2,11.2,10.1,17.6,13.8
5/13/1997,58,8.2,11.4,9.5,51.1,12.5,15.3,13.7
5/14/1997,0.7,8.8,14.7,13.1,0.1,12.2,21.2,16.5
5/15/1997,0,12.2,17.8,14.9,,18.1,27.5,23.3
5/16/1997,,8.3,19.7,15,,16.8,27.8,23.4
5/17/1997,,6.5,18.8,12.8,,14.9,27.1,21.1
5/18/1997,,9.2,21.7,14.6,,16.6,25.4,20.5
5/19/1997,13.7,5,14.4,8.7,10.3,10.4,20.4,14.5
5/20/1997,9.7,3.4,6.4,4.9,12.4,9.3,12.2,10.7
5/21/1997,5.4,3.8,11.1,6.9,0.2,10.6,17.6,13.6
5/22/1997,,2.7,18.2,11.1,,11.1,25.7,18.9
5/23/1997,3.8,6.2,14.8,10,2.4,13.2,22.9,17.4
5/24/1997,49.3,4.8,8,6.1,41.3,10.7,13.7,12
5/25/1997,9.9,5.7,13.5,7.9,7.1,10.7,17.3,13.3
5/26/1997,3.6,5.2,8.7,7.3,2.2,11.5,15.7,13.6
5/27/1997,,3.7,9,6.8,,10.4,16.8,13.8
5/28/1997,0.3,2.8,12,8.9,0.1,9.4,18.2,14.5
5/29/1997,6.6,10.9,15.2,12.5,0.1,14,22.9,17.6
5/30/1997,9.9,9.7,16.2,11.7,3.1,14,23.3,18.6
5/31/1997,,9.1,19.4,14,,15.5,25.7,20
6/1/1997,28.6,9.5,23,15.3,18.7,14.2,17.7,15.7
6/2/1997,,7,14.8,11.1,0,14,23.8,18.6
6/3/1997,,8,18.2,13,,14.5,22.5,18.8
6/4/1997,1.4,9.3,17.5,12.4,0.5,14.6,21.9,18.1
6/5/1997,6.3,8.3,12.4,10.5,7.6,13.8,17.1,15.8
6/6/1997,,9.1,17.1,12.5,0,14,21.3,17.8
6/7/1997,,7.8,20.8,15.6,,14.2,27.6,21.5
6/8/1997,1.1,10.6,14.8,12.9,0.8,14.9,19.3,16.2
6/9/1997,,12.7,17.1,14.7,0.1,14.2,21.1,17.1
6/10/1997,,12,22,16.1,,19.4,28.4,23.8
6/11/1997,1.2,10.6,21.6,16.8,4.3,17,28,23.9
6/12/1997,0.6,9.6,21.4,14.5,0,16.5,25.1,20.9
6/13/1997,,9.3,22.2,16.2,,15.2,28.7,22.1
6/14/1997,,11.8,23.5,17.6,,17.8,23.2,20
6/15/1997,,10.7,22.3,17,,15,27.1,21.3
6/16/1997,,9,25.2,17.9,,15.6,25,20.8
6/17/1997,,12.4,26.3,19.9,,17.6,26,21.2
6/18/1997,,13.2,25.2,19.5,0,18.2,26.9,21.6
6/19/1997,,12.3,22.8,17.7,0,18.2,21.6,19.9
6/20/1997,5.4,13.9,19.4,16.3,0,18.8,23.8,21
6/21/1997,,14.4,25.3,19.3,18.6,18.6,31.1,25
6/22/1997,,15.1,22.7,19.1,0,22.5,29.8,25.5
6/23/1997,,13.4,23.5,19.2,,21,29.3,25.5
6/24/1997,,15.5,27.7,21.4,,22.6,35.2,29
6/25/1997,43.1,16.2,20,18,32.7,21.1,28,24.5
6/26/1997,27.1,16.6,20.7,18.3,16,20.4,23.2,21.4
6/27/1997,1.4,16.3,20,18.2,0.1,20.4,25.2,22.5
6/28/1997,22.5,10.3,17.6,15,1.6,17.4,22.6,20.5
6/29/1997,,9.8,27.8,19.5,,16.4,34.1,27.3
6/30/1997,,15,24.3,20.1,,24.6,30.1,26.9
7/1/1997,101,15.7,19.4,16.7,81.1,19.7,25.6,21
7/2/1997,,16.3,25.9,21.4,,19.2,30.1,24.8
7/3/1997,1,19.9,22.8,21.7,0,26.9,32.6,29.8
7/4/1997,5,19.5,23.2,21,0,26.7,33.2,29.9
7/5/1997,24.9,13.9,19.9,15.9,23,20.8,26.9,22.4
7/6/1997,13.2,12.7,16.2,14.1,7.8,18.4,23.5,20.8
7/7/1997,,10.8,24.6,17.6,,18.2,30.4,24.8
7/8/1997,0.5,14.6,22.8,18.2,0,22.1,29.2,25.4
7/9/1997,,13.5,23.3,17.9,,21.6,30.5,25.5
7/10/1997,,12.2,21.7,17.6,,19.5,26.7,23.2
7/11/1997,,12.5,21.8,17.4,0,18.7,27.2,22.1
7/12/1997,19.3,13.9,16.2,14.8,10.5,18.7,23.5,20.5
7/13/1997,0.1,13.9,24.1,19,,18.8,27.8,23.7
7/14/1997,,16.8,27.3,21.1,,23.3,36.2,29.4
7/15/1997,34.9,16.7,20.2,18.6,12.4,22.7,28.4,25.3
7/16/1997,16.8,17.6,19.3,18.4,9.1,22.2,26.6,23.6
7/17/1997,,14.2,19.8,17.2,,20.2,25.9,23.3
7/18/1997,,13.6,24.9,19.3,,18.2,30.2,24.8
7/19/1997,,15.2,25.2,20.7,,23.5,31.6,27.3
7/20/1997,,15.6,28.2,22.3,,24.7,32.6,28.8
7/21/1997,,20.4,28.4,23.7,,26.5,35.5,30.1
7/22/1997,,19.8,29,23.1,,26.4,34.2,29.9
7/23/1997,0.4,18.3,24.3,21.3,,25.5,32,28.3
7/24/1997,,17.2,25.2,21.5,,23.3,30.8,26.7
7/25/1997,,18.1,25.9,21.9,,22.9,30.3,25.6
7/26/1997,,14.3,22.1,19.2,,21.1,28,24.4
7/27/1997,,16.8,22,19,,21.2,27.2,24.2
7/28/1997,,17.2,24.1,20.5,,21.8,29.8,25.6
7/29/1997,,15.1,23.4,20.4,,21.3,29.4,25.3
7/30/1997,,18.2,23,20.7,,23.4,29.3,25.9
7/31/1997,,17,25.1,21.4,,23.4,31.2,26.7
8/1/1997,,18.9,26.9,22.9,,22.7,33.3,27.7
8/2/1997,1.8,20.4,27.1,22.4,10.8,25.5,33.2,29.3
8/3/1997,46.8,17.3,24.3,19.4,24.8,22.5,29.8,26.1
8/4/1997,36.6,16.3,20,17.9,17.8,20.2,27,24
8/5/1997,,15.1,25.5,19.9,,19.9,31.5,25.8
8/6/1997,,14.2,23.8,19.4,,21.9,29.9,25.9
8/7/1997,,16.5,23.3,20.1,,23,31,27.7
8/8/1997,0.3,20.5,26.3,23.3,0.1,25,33.7,27.9
8/9/1997,0.2,19.5,26.2,21.5,0.1,22.4,26.4,24
8/10/1997,1.6,18.5,21.3,19.5,0.8,22.4,27.1,24.3
8/11/1997,38.5,17,18.5,17.7,3.6,22,26.3,23.6
8/12/1997,25.3,15.5,17.5,16.3,6.2,20.3,25.7,22.5
8/13/1997,2.4,15,18.7,16.6,0.8,20.5,25.8,22.5
8/14/1997,0.5,14.8,18.7,16.6,0,19.6,25.6,22.4
8/15/1997,,15.1,19.3,16.6,,18.2,27,23.1
8/16/1997,0.5,14.9,17.5,15.6,0.5,20.4,26.3,22.5
8/17/1997,0,13,19.9,16.8,,19.4,26.9,23.1
8/18/1997,4.1,16.1,19.3,17.6,0.6,20.8,25.8,23.2
8/19/1997,63.3,17.5,20.2,18.7,77.2,20.6,23.2,22.2
8/20/1997,0,17.5,22.8,19.9,0.1,21.8,25.3,23.7
8/21/1997,0.8,16.8,26,21.2,,21.7,34.3,27.6
8/22/1997,,15.1,23.9,19.2,,23.2,33.2,27.6
8/23/1997,,15.2,27.9,21,,24,35.2,29.2
8/24/1997,,16.5,22.8,18.9,,22,29.3,25.7
8/25/1997,2,13.4,16.8,15.4,0,19.4,24.8,21.8
8/26/1997,,12.4,21.2,17.4,,18.4,27.6,23.2
8/27/1997,,15.1,24.6,20.3,,20.6,30.7,25.6
8/28/1997,,17.2,25.4,20.6,,22.6,34.5,28.3
8/29/1997,,16.1,25.2,20.4,0,25.2,30.7,27.3
8/30/1997,,18.1,26.6,21.6,,25.2,34,29.1
8/31/1997,,19.1,26.2,22.5,,26.4,35.6,30.7
9/1/1997,,19.4,27.6,23.1,,25.5,35.8,30.5
9/2/1997,41,13.7,22.4,18.4,32,18.9,26,22.7
9/3/1997,1.4,5.4,16,12.1,0.2,14.8,23.8,19.5
9/4/1997,,4.1,19.8,12,,14.2,26.8,19.8
9/5/1997,,7.1,22.5,15,,17.5,28.6,22.8
9/6/1997,,10.2,20.9,15.5,,18.2,26.9,22.4
9/7/1997,,8.9,20.7,14.8,,17.5,26.7,21.5
9/8/1997,,9.3,26.2,17.9,,16.1,30.8,23.9
9/9/1997,,12.6,26.3,19,,22,34.1,27.4
9/10/1997,22.6,13.4,17.2,14.6,17.3,18.3,25.4,20.2
9/11/1997,5,13.1,13.9,13.5,0.3,18,21.3,19.3
9/12/1997,10.5,11.9,13.9,13,9.8,16.9,19.1,18.1
9/13/1997,31,9.7,13,11.1,35.4,15,18,16.3
9/14/1997,0.2,9.5,12.4,11.2,0.1,14.5,20.3,17.3
9/15/1997,,9.6,12.5,10.8,,15.5,22,18.8
9/16/1997,83.3,9.4,12.6,11.2,36.2,15.6,18.5,17.2
9/17/1997,0.9,9.2,19.9,13.5,0.3,15.9,23.4,19.1
9/18/1997,,6,15.8,11.8,0,14.9,23.5,19
9/19/1997,0.7,3.9,12.9,9.3,2,12,20.4,16.6
9/20/1997,0,3,17,10.2,,12.2,25.1,18.9
9/21/1997,0.4,4.8,13.2,9.3,1.6,12.1,19.7,16.3
9/22/1997,1.9,6.4,12.1,9.3,0.3,13.2,20.6,16.1
9/23/1997,0.2,3.6,13.5,8.3,,11.5,21.6,16.3
9/24/1997,,2.1,15,9.4,,11.3,22.4,16.8
9/25/1997,18.8,4.9,12.3,9.2,14.3,12.9,19.7,15.6
9/26/1997,36.7,7.5,13.1,10.2,24.2,13.5,19,15.5
9/27/1997,9.8,7.5,14.4,10.2,5.6,12.7,20.3,16.6
9/28/1997,,5.4,16,10.4,,12.5,21.5,16.9
9/29/1997,,3.5,16,9.4,,12.5,23.1,17.4
9/30/1997,,3.4,17.6,10.3,,13.6,25.1,19
10/1/1997,,3.7,18.6,10.7,,13.8,25.4,18.6
10/2/1997,,4.7,16.9,10.3,,12.6,23.4,17.8
10/3/1997,,3.4,17.1,10.8,,12.8,23.8,18.6
10/4/1997,,7.5,15.4,10.8,,14.7,21.5,18.4
10/5/1997,1.7,3.9,11.3,7.5,1.4,11.4,18.6,15
10/6/1997,,2.8,16.1,8.7,,11.5,23.1,16.7
10/7/1997,,5.7,14.8,9.8,,13.4,22.6,17.7
10/8/1997,,3.5,13.2,7.3,,10.6,17.7,14.5
10/9/1997,,2.9,15,9,,10.8,23.5,17.4
10/10/1997,0.4,5.5,17.2,11,1.3,11,25.4,19.3
10/11/1997,0,-0.3,9.6,4.9,0.9,6.9,18.4,12.4
10/12/1997,,-1.6,12.6,4.6,,5.9,17.9,12.4
10/13/1997,3.4,0.2,14.2,7.6,0.3,9,22.4,15.2
10/14/1997,0,3.4,12.5,7.8,0,11,17.9,14.9
10/15/1997,,-0.9,11.5,5.5,0,8.6,18.4,13.2
10/16/1997,,1.6,17,9.1,0,10.6,23.4,16.6
10/17/1997,1.2,6,15.2,11,0,13.5,23.7,19.2
10/18/1997,,4.8,16.6,10.3,,12.2,22.4,17.5
10/19/1997,0,6.2,17.8,12.8,0,14.1,26.3,21.2
10/20/1997,,9.2,19.3,14.6,,17.1,27.6,22.5
10/21/1997,,6,19.3,13.7,,11.6,27.5,19.8
10/22/1997,,1.6,15.2,9.5,,9.6,21.3,16
10/23/1997,,5.6,20.7,14.3,,9.6,28.6,20.1
10/24/1997,,0.6,14,9.7,,8.4,22.4,18
10/25/1997,0,-2.6,5.9,1,0,5.3,14.2,9.3
10/26/1997,,-3.1,5.4,1,,3.7,14.3,9
10/27/1997,,-3.1,7.1,1.3,,4.1,13.3,8.4
10/28/1997,,-4.2,8.3,1.9,,5.5,15.6,10.4
10/29/1997,2.1,-0.1,7.1,2.8,0,7.6,16.3,11.1
10/30/1997,0,-4.9,2.8,-1.3,,2.8,10.7,6.3
10/31/1997,,-7.8,2.8,-2.6,,-0.5,12.8,5.6
11/1/1997,,-8.8,11,0.8,,2.3,14.4,8.3
11/2/1997,,-4.4,12.7,4.2,,6,18.4,11.9
11/3/1997,,0.8,12.4,5.7,,9.5,20.2,13.9
11/4/1997,0,0.7,11.3,5.6,0,9.5,18.9,13.2
11/5/1997,0.1,0.5,11.6,5.3,4.5,9.8,16.4,12.4
11/6/1997,,-3,10.1,2.9,,6.8,16,10.8
11/7/1997,,-3.2,9.7,4.1,,6.4,17.2,11
11/8/1997,,-0.6,12.4,4.3,,7.1,17.1,11.4
11/9/1997,,-2.1,11.9,5,,7.1,17.6,12.6
11/10/1997,,2.3,14,7.5,,9.3,21.3,14.3
11/11/1997,,-1.5,16.4,8.4,,9.6,21.6,15.6
11/12/1997,71,3.9,10.2,7.3,38.5,9.2,18.4,13.8
11/13/1997,3.2,1.6,3.9,2.1,0.1,6.4,10,8.8
11/14/1997,2.8,1,6.8,4.9,2.6,5.8,11.9,9.3
11/15/1997,,0.5,6.6,3.8,1,6.7,13.6,10
11/16/1997,1.5,0.3,4.5,3.1,2.7,7,11.8,9.5
11/17/1997,0,-6.7,3.4,-1.5,0,1.4,10.5,6.8
11/18/1997,,-9.5,-0.5,-5.7,,-0.9,7.7,2.7
11/19/1997,,-10.2,6.3,-2.3,,0.4,11.7,6.5
11/20/1997,,-5.2,7.3,1.1,,3.9,14.6,8.2
11/21/1997,21.3,-3.1,8.1,2.6,15.2,4.6,14,9.2
11/22/1997,24.7,0.7,6.2,3.1,26.5,7.6,11.2,9.4
11/23/1997,,-1.6,7.6,2.6,,4.1,15.2,8.9
11/24/1997,,-4.4,12.1,2.9,,5.3,16.6,10.2
11/25/1997,24.9,-0.5,10,7,21,7.4,10.5,9.4
11/26/1997,6.6,0.8,10.6,6.5,4.1,8.5,13,11.1
11/27/1997,,-2.9,6.3,1.2,,5.1,12.6,8.4
11/28/1997,10.4,-0.9,4.5,2.5,6.8,5.4,10.6,8.4
11/29/1997,51.1,0.9,4.1,2.9,56.1,7.1,9.3,8.2
11/30/1997,0.8,-0.8,4.3,1.4,7.3,4.7,9.9,7.4
12/1/1997,,-10.8,-0.3,-3.7,,-2.6,7.6,4.1
12/2/1997,,-14.4,-7.3,-11.7,,-6.3,0.5,-3.4
12/3/1997,,-17.3,-3.5,-11.1,,-8.4,2.2,-2.9
12/4/1997,,-14.4,1.2,-6.3,,-3.6,7.7,1.9
12/5/1997,,-9.6,6.9,-1.9,,0.9,12,5.2
12/6/1997,22.1,-3.1,3.8,1.6,21.1,2.1,6.7,5.2
12/7/1997,13.7,-1.9,3.8,0,29.9,3.5,9,5.5
12/8/1997,9.8,-7.7,0,-3,3.4,0.1,8.7,4
12/9/1997,0.4,-13.8,-7,-9.5,,-5.4,3.2,-0.6
12/10/1997,,-18,-10.4,-14,,-9.5,-1.8,-4.9
12/11/1997,4.2,-14.5,-6.8,-9.9,0.5,-4.9,0.9,-2.3
12/12/1997,,-14.8,-3.9,-9.2,,-5.5,6.2,-0.3
12/13/1997,,-14.6,-0.2,-7.2,,-2.9,7.7,2.1
12/14/1997,0.3,-7.7,0.9,-2.3,0,0.7,9.7,5.5
12/15/1997,,-4.6,1.6,-2,,2.9,10.9,6.4
12/16/1997,,-6.7,4.1,-2,,1.9,10.2,5.3
12/17/1997,,-3.9,5,-0.1,,2.8,10.5,6.5
12/18/1997,0,-1.2,2.5,1.4,,6.3,13.1,9.6
12/19/1997,,1.2,6.8,4,,8.4,15.4,11.9
12/20/1997,1.3,0.4,4.6,2.1,4.3,5.1,12.3,8
12/21/1997,13.3,-2.6,0.4,-1.8,17.1,2.7,5.5,3.7
12/22/1997,2.2,-2.9,-1.1,-1.8,4,2.4,4.6,3.8
12/23/1997,12,-3,-1,-2.1,6.7,2.2,4.3,3.4
12/24/1997,0,-4.8,0.2,-2.8,0.1,2,8,4.2
12/25/1997,,-9.3,1.2,-4,,1,8,4.2
12/26/1997,,,4.9,-1.9,,2.3,12.7,7
12/27/1997,0,-5.2,1.7,-1.3,,4.8,10.9,7.2
12/28/1997,,-8.5,1.4,-4.1,,-0.7,6.7,3.4
12/29/1997,,-13.9,1.9,-5.4,,-1.3,8.9,3.4
12/30/1997,,-5.6,0.8,-3.2,,2.1,9.1,4.7
12/31/1997,,,0.7,-4.1,,-0.1,8.9,4.2
1/1/1998,0.6,-7.7,-0.5,-3.5,,2.3,8.7,4.8
1/2/1998,,-10,1.1,-2.8,,-0.3,9.5,5
1/3/1998,,-1.9,3.7,0.4,,4.3,10.8,7.6
1/4/1998,,-12.3,-0.8,-8.1,,-3.8,7,0.6
1/5/1998,3,-11.9,-5.2,-7.6,0.3,-3.9,3.7,0.1
1/6/1998,,-10.8,-5.2,-7.9,,-2.3,3.3,0.4
1/7/1998,,,-2,-5.2,,-1.3,5.4,2.8
1/8/1998,49.8,-5.4,-3,-3.9,45.1,0.4,3.5,1.4
1/9/1998,0.2,-9.1,-0.4,-4.2,4.9,-1.1,8.1,3.2
1/10/1998,0,-4.6,3,-1.4,3.5,2.3,9.1,4.6
1/11/1998,24.3,-4.9,-2,-3.8,10.1,0.6,2.8,1.6
1/12/1998,5,-5.5,-2.3,-4.3,7.7,-0.3,4.2,1.2
1/13/1998,,-9.6,0.4,-5.6,,-0.9,7.5,2
1/14/1998,34.2,-10.3,-2.6,-4.5,29.3,-0.9,2.8,1.3
1/15/1998,65,-6.7,-4.6,-6.2,11.9,-0.9,1,0.1
1/16/1998,1.3,-8.9,-2.4,-6.2,1.5,-1.9,3.8,0.4
1/17/1998,0,-11.6,-0.8,-4.8,,-2.6,5.3,1.5
1/18/1998,,-17.6,-2,-9.2,,-8.4,4.3,-0.3
1/19/1998,,-20.7,-13,-16.6,,-12,-3.6,-7.6
1/20/1998,9.6,-15.4,-7.6,-9.9,0.1,-7.2,2,-1.6
1/21/1998,0.2,-13.8,-8.4,-11.2,,-6.4,0.9,-2.8
1/22/1998,1.5,-11.7,-4.7,-7.7,,-7.8,3.9,-0.3
1/23/1998,,-16.6,-7.1,-12.3,,-8.5,1.2,-3.6
1/24/1998,,-21.5,-11.9,-17.4,,-13.1,-2.3,-7.8
1/25/1998,0.2,-19.1,-6.6,-12.6,,-9.2,2.1,-3.6
1/26/1998,1.5,-10.6,-5,-8.3,,-3.3,3.8,0.1
1/27/1998,,-13,-4.3,,,-5,3.8,-0.6
1/28/1998,,-16.9,-4.7,-11,,-6.5,1.6,-2.6
1/29/1998,,-17.3,-0.7,-8.7,,-5.1,7.4,0.8
1/30/1998,0.2,-8.9,-1.6,-5.1,,-1.2,6.5,2.8
1/31/1998,,-9.3,0.8,-5.5,,-3.6,5.3,1.3
2/1/1998,,-14.6,-0.8,-7.7,,-3.1,5.6,0.6
2/2/1998,,-11.1,2.2,-4.9,,-4.3,7.7,2.7
2/3/1998,1.2,-7.9,-0.7,-4.7,3.9,0.4,5.6,2.8
2/4/1998,5.5,-7.4,-0.5,-5.2,14.5,-1.9,4,0.8
2/5/1998,,-14,-1.4,-6.6,,-2.4,6.9,1.9
2/6/1998,,-7.2,1.3,-3.5,,0,9.5,3.9
2/7/1998,1.1,-8.1,1.9,-3.8,0,0,8.6,3.8
2/8/1998,2.9,-12.3,-6.5,-10.1,0,-4,1.9,-1.5
2/9/1998,11.2,-13.6,-3.6,-8.7,7.9,-4.6,4.2,-1.3
2/10/1998,2.6,-11.2,-3.4,-7.1,7.7,-4.2,5.2,0.4
2/11/1998,,-11.3,3.9,-2.4,,-0.2,9.7,3.9
2/12/1998,7.7,0.1,6.1,3.3,4.1,4.6,15.9,10.8
2/13/1998,2.2,-2.7,2.2,-0.5,0.8,2.7,10,5.2
2/14/1998,1.3,-4.1,-0.3,-3,2.6,1.1,3.9,2.6
2/15/1998,1.2,-5.1,0.9,-2.5,1.5,0.4,7.5,3.7
2/16/1998,,-9.4,4.7,-2.6,,-0.2,9.8,4.6
2/17/1998,0.6,-8.6,-0.5,-3.8,0.5,-1.1,7.2,3.2
2/18/1998,,-11.3,6.3,-1.6,,-3.4,11,3.8
2/19/1998,1,-6,7.1,2.1,0.7,-0.1,12.3,6.4
2/20/1998,23.1,-2.2,3,0.3,25.9,3.5,7.2,5.4
2/21/1998,6.7,-6.6,-1.9,-4.7,0.7,0.5,4.9,3
2/22/1998,,-8,0.5,-4.5,,-0.9,7.1,2.4
2/23/1998,,-9.3,3,-1,,-1.9,10.6,4.8
2/24/1998,2.3,-3.7,-0.4,-1.7,0,1.3,7.8,5.2
2/25/1998,,-5.1,1.8,-2.3,,-0.2,7.9,3.3
2/26/1998,,-7.5,8.7,1.1,,-0.8,13.6,6.4
2/27/1998,1,-3.1,4.7,-0.3,0.3,5.9,12.3,8.6
2/28/1998,20.8,-3.2,-0.4,-2.2,14.4,0.4,7,3.2
3/1/1998,,-7.2,5.4,0.1,,0.4,10.8,5.6
3/2/1998,,-4.1,8.1,1.7,,4.3,15.2,9.6
3/3/1998,,-2.6,8.5,3,,5.9,16.5,11.4
3/4/1998,,-1.2,3.7,0.8,,4.3,11.5,8.3
3/5/1998,,-4.8,6.2,1.6,,2,12.3,7.7
3/6/1998,0.9,-1.3,8.2,3.8,1.7,5.5,17.6,12
3/7/1998,0.8,-6.1,2.4,-1.6,0.3,1.1,9.9,5.4
3/8/1998,,-7.7,9.3,2,,-1.3,15.8,8.7
3/9/1998,,-2.6,4.5,1.3,,5.2,12.7,8.7
3/10/1998,,-3.2,-1.1,-2.2,,4.6,8.3,6
3/11/1998,12.9,-2.3,-0.5,-1.4,14.3,3.2,6.2,4.9
3/12/1998,0.4,-1.9,4,0.6,0,2.5,14.1,8.2
3/13/1998,,-2.4,7.1,2.8,,5.5,14.2,10
